# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
    5.00    0.25165200    0.25165193   -0.11689568    3.51429292    2.96741532    0.54489720   -1.00000000  -1.24696e+01
    5.00    0.25697551    0.25697545   -0.10087472    3.51590115    2.96625773    0.54489720   -1.00000000  -1.24499e+01
    5.00    0.26416857    0.26416850   -0.07935441    3.51807377    2.96481902    0.54489720   -1.00000000  -1.24265e+01
    5.00    0.27022461    0.27022454   -0.06132253    3.51989971    2.96368138    0.54489720   -1.00000000  -1.24116e+01
    5.00    0.27668351    0.27668343   -0.04219115    3.52184561    2.96256206    0.54489720   -1.00000000  -1.23964e+01
    5.00    0.28165437    0.28165429   -0.02750342    3.52334862    2.96175834    0.54489720   -1.00000000  -1.23872e+01
    5.00    0.28905263    0.28905254   -0.00587900    3.52556106    2.96069974    0.54489720   -1.00000000  -1.23760e+01
    5.00    0.29396491    0.29396483    0.00842882    3.52703062    2.96004940    0.54489720   -1.00000000  -1.23699e+01
    5.00    0.29890526    0.29890517    0.02266504    3.52849182    2.95948161    0.54489720   -1.00000000  -1.23649e+01
    5.00    0.30654752    0.30654743    0.04305021    3.53057212    2.95847527    0.54489720   -1.00000000  -1.23503e+01
    5.00    0.31564078    0.31564068    0.06644816    3.53298164    2.95740954    0.54489720   -1.00000000  -1.23331e+01
    5.00    0.32519046    0.32519036    0.09026856    3.53547957    2.95652798    0.54489720   -1.00000000  -1.23151e+01
    5.00    0.33708542    0.33708531    0.11906876    3.53856477    2.95568228    0.54489720   -1.00000000  -1.22938e+01
    5.00    0.34867317    0.34867306    0.14618969    3.54157818    2.95515868    0.54489720   -1.00000000  -1.22730e+01
    5.00    0.36304340    0.36304328    0.17922745    3.54533776    2.95483926    0.54489720   -1.00000000  -1.22490e+01
    5.00    0.37132592    0.37132579    0.19762569    3.54753007    2.95502376    0.54489720   -1.00000000  -1.22360e+01
    5.00    0.38634052    0.38634038    0.23040413    3.55154471    2.95550280    0.54489720   -1.00000000  -1.22121e+01
    5.00    0.39968392    0.39968377    0.25885135    3.55513972    2.95621175    0.54489720   -1.00000000  -1.21913e+01
    5.00    0.41750562    0.41750547    0.29443214    3.55983633    2.95767404    0.54489720   -1.00000000  -1.21610e+01
    5.00    0.43322261    0.43322244    0.32581709    3.56402902    2.95913911    0.54489720   -1.00000000  -1.21393e+01
    5.00    0.44975931    0.44975913    0.35889890    3.56847270    2.96074990    0.54489720   -1.00000000  -1.21195e+01
    5.00    0.46671784    0.46671764    0.38940865    3.57243997    2.96165479    0.54489720   -1.00000000  -1.20936e+01
    5.00    0.48595803    0.48595782    0.42405951    3.57698906    2.96280794    0.54489720   -1.00000000  -1.20692e+01
    5.00    0.50071757    0.50071735    0.45072004    3.58047690    2.96354332    0.54489720   -1.00000000  -1.20524e+01
    5.00    0.53381765    0.53381740    0.50377390    3.58679354    2.96315806    0.54489720   -1.00000000  -1.20115e+01
    5.00    0.55720848    0.55720822    0.54033616    3.59096093    2.96210990    0.54489720   -1.00000000  -1.19848e+01
    5.00    0.58695587    0.58695558    0.58318981    3.59538399    2.95943072    0.54489720   -1.00000000  -1.19515e+01
    5.00    0.60660699    0.60660669    0.61085320    3.59815492    2.95730291    0.54489720   -1.00000000  -1.19308e+01
    5.00    0.63133799    0.63133767    0.64313400    3.60110956    2.95403467    0.54489720   -1.00000000  -1.19048e+01
    5.00    0.65680117    0.65680083    0.67584394    3.60407739    2.95054852    0.54489720   -1.00000000  -1.18801e+01
    5.00    0.69018874    0.69018837    0.71625332    3.60758302    2.94565304    0.54489720   -1.00000000  -1.18479e+01
    5.00    0.72259715    0.72259676    0.75266479    3.61056108    2.94057379    0.54489720   -1.00000000  -1.18163e+01
    5.00    0.75442830    0.75442789    0.78718496    3.61331442    2.93552649    0.54489720   -1.00000000  -1.17874e+01
    5.00    0.78598219    0.78598175    0.82146162    3.61607616    2.93059547    0.54489720   -1.00000000  -1.17623e+01
    5.00    0.82418068    0.82418021    0.86033501    3.61907633    2.92458498    0.54489720   -1.00000000  -1.17321e+01
    5.00    0.86172946    0.86172896    0.89636437    3.62172862    2.91858405    0.54489720   -1.00000000  -1.17030e+01
    5.00    0.89091972    0.89091919    0.92299261    3.62362532    2.91403474    0.54489720   -1.00000000  -1.16813e+01
    5.00    0.94587590    0.94587532    0.97075874    3.62696142    2.90569272    0.54489720   -1.00000000  -1.16429e+01
    5.00    0.98205382    0.98205320    1.00021177    3.62892059    2.90038931    0.54489720   -1.00000000  -1.16189e+01
    5.00    1.02534885    1.02534820    1.03389891    3.63113309    2.89425917    0.54489720   -1.00000000  -1.15913e+01
    5.00    1.05679224    1.05679156    1.05741772    3.63265910    2.88997647    0.54489720   -1.00000000  -1.15722e+01
    5.00    1.09525854    1.09525783    1.08497312    3.63440730    2.88495119    0.54489720   -1.00000000  -1.15498e+01
    5.00    1.13227326    1.13227251    1.11013695    3.63595220    2.88031752    0.54489720   -1.00000000  -1.15292e+01
    5.00    1.18194871    1.18194791    1.14280793    3.63795813    2.87440941    0.54489720   -1.00000000  -1.15031e+01
    5.00    1.22779071    1.22778987    1.17127215    3.63968720    2.86937895    0.54489720   -1.00000000  -1.14801e+01
    5.00    1.28448393    1.28448304    1.20471488    3.64166423    2.86345320    0.54489720   -1.00000000  -1.14535e+01
    5.00    1.33906979    1.33906885    1.23508107    3.64343127    2.85823665    0.54489720   -1.00000000  -1.14296e+01
    5.00    1.39880411    1.39880310    1.26657615    3.64527157    2.85305612    0.54489720   -1.00000000  -1.14048e+01
    5.00    1.45301342    1.45301236    1.29350074    3.64681060    2.84879351    0.54489720   -1.00000000  -1.13838e+01
    5.00    1.91386020    1.91385866    1.47728919    3.65746828    2.82728064    0.54489720   -1.00000000  -1.12491e+01
    5.00    2.13950176    2.13949998    1.54529285    3.66160079    2.82421406    0.54489720   -1.00000000  -1.12040e+01
    5.00    2.30651765    2.30651569    1.58954697    3.66434853    2.82359191    0.54489720   -1.00000000  -1.11759e+01
    5.00    2.45244295    2.45244082    1.62506324    3.66655238    2.82353335    0.54489720   -1.00000000  -1.11538e+01
    5.00    2.65168152    2.65167917    1.66984995    3.66931583    2.82372327    0.54489720   -1.00000000  -1.11263e+01
    5.00    2.81754116    2.81753863    1.70438387    3.67132700    2.82350164    0.54489720   -1.00000000  -1.11043e+01
    5.00    2.95246466    2.95246198    1.73125913    3.67288524    2.82307306    0.54489720   -1.00000000  -1.10869e+01
    5.00    3.10052726    3.10052441    1.75934066    3.67444731    2.82244961    0.54489720   -1.00000000  -1.10695e+01
    5.00    3.30630445    3.30630138    1.79457723    3.67629833    2.82111207    0.54489720   -1.00000000  -1.10387e+01
    5.00    3.46065299    3.46064974    1.81896464    3.67746122    2.81960465    0.54489720   -1.00000000  -1.10146e+01
    5.00    3.65362471    3.65362124    1.84983346    3.67898895    2.81763656    0.54489720   -1.00000000  -1.09909e+01
    5.00    3.80879027    3.80878662    1.87518926    3.68023487    2.81558941    0.54489720   -1.00000000  -1.09755e+01
    5.00    3.99659650    3.99659262    1.90660121    3.68178749    2.81256770    0.54489720   -1.00000000  -1.09609e+01
    5.00    4.16409974    4.16409566    1.93500494    3.68317159    2.80948240    0.54489720   -1.00000000  -1.09498e+01
    5.00    4.31770802    4.31770376    1.95872124    3.68418467    2.80568439    0.54489720   -1.00000000  -1.09319e+01
    5.00    4.47302878    4.47302433    1.98269243    3.68517915    2.80103237    0.54489720   -1.00000000  -1.09133e+01
    5.00    4.63167275    4.63166811    2.00734672    3.68622070    2.79584235    0.54489720   -1.00000000  -1.08947e+01
    5.00    4.79251031    4.79250550    2.03186775    3.68744231    2.79020785    0.54489720   -1.00000000  -1.08668e+01
    5.00    4.99203104    4.99202601    2.06544502    3.68894508    2.78000892    0.54489720   -1.00000000  -1.08334e+01
    5.00    5.14101668    5.14101147    2.09274531    3.69008859    2.77025111    0.54489720   -1.00000000  -1.08095e+01
    5.00    5.32380409    5.32379865    2.12921958    3.69149847    2.75532706    0.54489720   -1.00000000  -1.07815e+01
    5.00    5.53905040    5.53904467    2.17412722    3.69314913    2.73444282    0.54489720   -1.00000000  -1.07371e+01
    5.00    5.78003604    5.78002994    2.22996677    3.69517743    2.70541348    0.54489720   -1.00000000  -1.06802e+01
    5.00    5.96565504    5.96564863    2.28199562    3.69700627    2.67444382    0.54489720   -1.00000000  -1.06214e+01
    5.00    6.19610363    6.19609676    2.36512747    3.70006992    2.61983624    0.54489720   -1.00000000  -1.05137e+01
    5.00    6.39364465    6.39363733    2.44968015    3.70353890    2.56300149    0.54489720   -1.00000000  -1.04169e+01
    5.00    6.52710034    6.52709262    2.50831827    3.70706412    2.52715373    0.54489720   -1.00000000  -1.03297e+01
    5.00    6.69227244    6.69226416    2.57662978    3.71238118    2.49082409    0.54489720   -1.00000000  -1.02447e+01
    5.00    6.83778817    6.83777934    2.63019948    3.71814152    2.46973439    0.54489720   -1.00000000  -1.01898e+01
    5.00    6.98319305    6.98318362    2.67823887    3.72476842    2.45763402    0.54489720   -1.00000000  -1.01492e+01
    5.00    7.13806721    7.13805705    2.71987948    3.73440870    2.46397483    0.54489720   -1.00000000  -1.01130e+01
    5.00    7.25523968    7.25522894    2.74928595    3.74350259    2.47801339    0.54489720   -1.00000000  -1.00943e+01
    5.00    7.37071278    7.37070146    2.77776406    3.75431335    2.49974529    0.54489720   -1.00000000  -1.00821e+01
    5.00    7.47085301    7.47084118    2.79964303    3.76434234    2.52351381    0.54489720   -1.00000000  -1.00684e+01
    5.00    7.56935663    7.56934430    2.82140511    3.77468959    2.54837438    0.54489720   -1.00000000  -1.00540e+01
    5.00    7.65424127    7.65422849    2.84093115    3.78387258    2.57009037    0.54489720   -1.00000000  -1.00422e+01
    5.00    7.75134511    7.75133181    2.86368326    3.79441880    2.59468242    0.54489720   -1.00000000  -1.00291e+01
    5.00    7.83782160    7.83780784    2.88509402    3.80407304    2.61648323    0.54489720   -1.00000000  -1.00178e+01
    5.00    7.93415289    7.93413860    2.91046145    3.81512796    2.64045372    0.54489720   -1.00000000  -1.00046e+01
    5.00    8.01444491    8.01443017    2.93313589    3.82468777    2.66028455    0.54489720   -1.00000000  -9.99279e+00
    5.00    8.09963532    8.09962008    2.95893731    3.83526022    2.68129925    0.54489720   -1.00000000  -9.97977e+00
    5.00    8.16999344    8.16997779    2.98180938    3.84439278    2.69869565    0.54489720   -1.00000000  -9.96788e+00
    5.00    8.24655675    8.24654064    3.00769885    3.85457023    2.71758388    0.54489720   -1.00000000  -9.95440e+00
    5.00    8.30822999    8.30821350    3.02952114    3.86303439    2.73289506    0.54489720   -1.00000000  -9.94302e+00
    5.00    8.38305693    8.38303997    3.05729815    3.87368488    2.75169564    0.54489720   -1.00000000  -9.92859e+00
    5.00    8.44311299    8.44309564    3.08038681    3.88245016    2.76685899    0.54489720   -1.00000000  -9.91650e+00
    5.00    8.50276945    8.50275171    3.10416380    3.89140489    2.78207054    0.54489720   -1.00000000  -9.90411e+00
    5.00    8.57211703    8.57209881    3.13305566    3.90220514    2.80006422    0.54489720   -1.00000000  -9.88889e+00
    5.00    8.61697654    8.61695801    3.15241497    3.90938354    2.81180196    0.54489720   -1.00000000  -9.87878e+00
    5.00    8.67488730    8.67486835    3.17826855    3.91891988    2.82717064    0.54489720   -1.00000000  -9.86509e+00
    5.00    8.72967304    8.72965369    3.20356211    3.92822364    2.84200297    0.54489720   -1.00000000  -9.85158e+00
    5.00    8.78432978    8.78431001    3.22958818    3.93777113    2.85707086    0.54489720   -1.00000000  -9.83758e+00
    5.00    8.82660211    8.82658201    3.25023052    3.94532787    2.86890146    0.54489720   -1.00000000  -9.82648e+00
    5.00    8.88043962    8.88041909    3.27713189    3.95520125    2.88435407    0.54489720   -1.00000000  -9.81198e+00
    5.00    8.93383495    8.93381398    3.30451581    3.96527144    2.90008788    0.54489720   -1.00000000  -9.79725e+00
    5.00    8.97367325    8.97365194    3.32538359    3.97297155    2.91213722    0.54489720   -1.00000000  -9.78605e+00
    5.00    9.01376131    9.01373766    3.34622102    3.98074698    2.92442988    0.54489720   -1.00000000  -9.72110e+00
    5.00    9.06877366    9.06874146    3.37402235    3.99130480    2.94137667    0.54489720   -1.00000000  -9.57138e+00
    5.00    9.11091611    9.11087722    3.39583006    3.99963510    2.95481822    0.54489720   -1.00000000  -9.52965e+00
    5.00    9.16238759    9.16234049    3.42297897    4.01007017    2.97176445    0.54489720   -1.00000000  -9.50019e+00
    5.00    9.20105611    9.20100278    3.44377593    4.01812890    2.98497150    0.54489720   -1.00000000  -9.48001e+00
    5.00    9.23879862    9.23873914    3.46432586    4.02616367    2.99828739    0.54489720   -1.00000000  -9.41951e+00
    5.00    9.28784400    9.28777642    3.49106303    4.03676558    3.01620172    0.54489720   -1.00000000  -9.34128e+00
    5.00    9.32352394    9.32345036    3.51061718    4.04462864    3.02973219    0.54489720   -1.00000000  -9.28338e+00
    5.00    9.36268520    9.36260485    3.53197090    4.05337773    3.04516644    0.54489720   -1.00000000  -9.21653e+00
    5.00    9.40385497    9.40376751    3.55459832    4.06271881    3.06178687    0.54489720   -1.00000000  -9.15652e+00
    5.00    9.43676647    9.43667314    3.57296366    4.07039626    3.07563700    0.54489720   -1.00000000  -9.10295e+00
    5.00    9.47927924    9.47917815    3.59678551    4.08049805    3.09416727    0.54489720   -1.00000000  -9.03370e+00
    5.00    9.51022458    9.51011768    3.61412489    4.08797842    3.10816510    0.54489720   -1.00000000  -8.98359e+00
    5.00    9.55016819    9.55005357    3.63651147    4.09780494    3.12691202    0.54489720   -1.00000000  -8.91951e+00
    5.00    9.58467692    9.58455528    3.65575743    4.10644568    3.14380772    0.54489720   -1.00000000  -8.86100e+00
    5.00    9.62264729    9.62251778    3.67683955    4.11607105    3.16296419    0.54489720   -1.00000000  -8.80178e+00
    5.00    9.65369723    9.65356118    3.69396667    4.12403110    3.17909774    0.54489720   -1.00000000  -8.75688e+00
    5.00    9.68939507    9.68925101    3.71345271    4.13331591    3.19838404    0.54489720   -1.00000000  -8.70195e+00
    5.00    9.72168828    9.72153652    3.73082802    4.14181755    3.21649260    0.54489720   -1.00000000  -8.65048e+00
    5.00    9.75610434    9.75594415    3.74856333    4.15079203    3.23622967    0.54489720   -1.00000000  -8.60095e+00
    5.00    9.78986110    9.78969223    3.76556037    4.15963763    3.25615926    0.54489720   -1.00000000  -8.55354e+00
    5.00    9.82271139    9.82253364    3.78250838    4.16849248    3.27613344    0.54489720   -1.00000000  -8.50623e+00
    5.00    9.85475111    9.85456424    3.79890269    4.17722250    3.29612487    0.54489720   -1.00000000  -8.46027e+00
    5.00    9.88609418    9.88589788    3.81463179    4.18582740    3.31624913    0.54489720   -1.00000000  -8.41610e+00
    5.00    9.92371181    9.92350341    3.83302344    4.19622364    3.34116321    0.54489720   -1.00000000  -8.36382e+00
    5.00    9.95419706    9.95397836    3.84755520    4.20469072    3.36189425    0.54489720   -1.00000000  -8.32347e+00
    5.00    9.98352626    9.98329700    3.86116657    4.21286719    3.38233035    0.54489720   -1.00000000  -8.28502e+00
    5.00   10.02558905   10.02534764    3.87736580    4.22282680    3.40778205    0.54489720   -1.00000000  -8.23728e+00
    5.00   10.06340359   10.06315288    3.88989015    4.23072503    3.42841553    0.54489720   -1.00000000  -8.19917e+00
    5.00   10.10980881   10.10954593    3.90470024    4.24038609    3.45417003    0.54489720   -1.00000000  -8.15461e+00
    5.00   10.15566938   10.15539358    3.91870322    4.24988262    3.48005099    0.54489720   -1.00000000  -8.11279e+00
    5.00   10.20103368   10.20074417    3.93191834    4.25921093    3.50602634    0.54489720   -1.00000000  -8.07355e+00
    5.00   10.23722670   10.23692555    3.94199667    4.26659520    3.52698276    0.54489720   -1.00000000  -8.04371e+00
    5.00   10.28445516   10.28413775    3.95447819    4.27612221    3.55456357    0.54489720   -1.00000000  -8.00638e+00
    5.00   10.32948347   10.32914965    3.96575660    4.28511069    3.58110231    0.54489720   -1.00000000  -7.97323e+00
    5.00   10.37990363   10.37955045    3.97766314    4.29505034    3.61104066    0.54489720   -1.00000000  -7.93884e+00
    5.00   10.42452439   10.42415282    3.98746329    4.30367460    3.63758384    0.54489720   -1.00000000  -7.91009e+00
    5.00   10.47375483   10.47336151    3.99746471    4.31297374    3.66681595    0.54489720   -1.00000000  -7.88032e+00
    5.00   10.52359365   10.52317753    4.00685073    4.32220685    3.69642447    0.54489720   -1.00000000  -7.85318e+00
    5.00   10.57476783   10.57432647    4.01547667    4.33134911    3.72648484    0.54489720   -1.00000000  -7.82746e+00
    5.00   10.62560731   10.62514008    4.02311252    4.34013978    3.75611510    0.54489720   -1.00000000  -7.80508e+00
    5.00   10.68305310   10.68255490    4.03026304    4.34952757    3.78889241    0.54489720   -1.00000000  -7.78350e+00
    5.00   10.74291273   10.74238078    4.03559385    4.35851852    3.82200189    0.54489720   -1.00000000  -7.76653e+00
    5.00   10.81747559   10.81690000    4.03801499    4.36811585    3.86105481    0.54489720   -1.00000000  -7.75609e+00
    5.00   10.90366174   10.90303463    4.03337219    4.37629918    3.90199651    0.54489720   -1.00000000  -7.76284e+00
    5.00   11.00870219   11.00801307    4.01735710    4.38177423    3.94422608    0.54489720   -1.00000000  -7.79690e+00
    5.00   11.10646535   11.10571823    3.97163908    4.37035601    3.94796357    0.54489720   -1.00000000  -7.76193e+00
    5.00   11.11170158   11.11095087    3.96520790    4.36773088    3.94409198    0.54489720   -1.00000000  -7.74680e+00
    5.00   11.11176276   11.11101201    3.96501978    4.36764626    3.94394396    0.54489720   -1.00000000  -7.74639e+00
    5.00   11.16788649   11.16710315    3.96944379    4.37122235    3.95594402    0.54489720   -1.00000000  -7.82478e+00
    5.00   11.29779578   11.29693622    3.95133029    4.37169983    3.98087401    0.54489720   -1.00000000  -7.84948e+00
    5.00   11.42056595   11.41963575    3.93795564    4.37139182    3.99765364    0.54489720   -1.00000000  -7.87960e+00
    5.00   11.57177277   11.57075453    3.93460151    4.37232998    4.01047147    0.54489720   -1.00000000  -7.90224e+00
    5.00   11.87673907   11.87553967    3.95987309    4.37891446    4.02305630    0.54489720   -1.00000000  -7.88326e+00
    5.00   12.02491080   12.02361601    3.97997453    4.38385071    4.02822067    0.54489720   -1.00000000  -7.85375e+00
    5.00   12.33227479   12.33075027    4.02338798    4.39536278    4.04153338    0.54489720   -1.00000000  -7.75959e+00
    5.00   12.53375773   12.53206160    4.05456937    4.40446416    4.05375646    0.54489720   -1.00000000  -7.68981e+00
    5.00   12.68291066   12.68108204    4.07996248    4.41245862    4.06552219    0.54489720   -1.00000000  -7.63454e+00
    5.00   12.82762927   12.82569409    4.10646824    4.42133495    4.07954948    0.54489720   -1.00000000  -8.27667e+00
    5.00   12.94704327   12.94503694    4.12977817    4.42957317    4.09334163    0.54489720   -1.00000000  -8.44745e+00
    5.00   13.07834178   13.07630573    4.15290763    4.43819967    4.10908009    0.54489720   -1.00000000  -8.48919e+00
    5.00   13.24501427   13.24297177    4.17509976    4.44724804    4.12844631    0.54489720   -1.00000000  -8.39146e+00
    5.00   13.50006155   13.49800502    4.19208082    4.45589590    4.15426612    0.54489720   -1.00000000  -8.31177e+00
    5.00   13.74829910   13.74622533    4.19726231    4.45975663    4.17251767    0.54489720    0.00000000  -8.28812e+00
    5.00   13.84244409   13.84036329    4.19919265    4.46070430    4.17740826    0.54489720    0.00000000  -8.28528e+00
    5.00   14.05216743   14.05007155    4.20651485    4.46263870    4.18445820    0.54489720    0.00000000  -8.27454e+00
    5.00   14.27811438   14.27600453    4.21944513    4.46508100    4.18806779    0.54489720    0.00000000  -8.24315e+00
    5.00   14.49183968   14.48971432    4.23490732    4.46779750    4.18987598    0.54489720    0.00000000  -8.21106e+00
    5.00   14.74584308   14.74369592    4.25531471    4.47122464    4.19078838    0.54489720    0.00000000  -8.17036e+00
    5.00   15.03223698   15.03004458    4.27918638    4.47510314    4.19092220    0.54489720    0.00000000  -8.12222e+00
    5.00   15.05843116   15.05622283    4.28117445    4.47542217    4.19092186    0.54489720    0.00000000  -8.11558e+00
    5.00   15.47738111   15.47491073    4.31334620    4.48050341    4.19045644    0.54489720    0.00000000  -8.01946e+00
    5.00   15.92307002   15.92030625    4.34802901    4.48592763    4.18957793    0.54489720    0.00000000  -7.93599e+00
    5.00   15.94298701   15.94021032    4.34957641    4.48616963    4.18953956    0.54489720    0.00000000  -7.93257e+00
    5.00   16.40378558   16.40068917    4.38567600    4.49179230    4.18844819    0.54489720    0.00000000  -7.86051e+00
    5.00   16.74703245   16.74368000    4.41262260    4.49600772    4.18768710    0.54489720    0.00000000  -7.81354e+00
    5.00   17.16757482   17.16388329    4.44408058    4.50084159    4.18659313    0.54489720    0.00000000  -7.75217e+00
    5.00   17.23503572   17.23128034    4.44878450    4.50154495    4.18637607    0.54489720    0.00000000  -7.74079e+00
    5.00   17.64680330   17.64266265    4.47746997    4.50583486    4.18506454    0.54489720    0.00000000  -7.67719e+00
    5.00   17.97342958   17.96896902    4.50028650    4.50926865    4.18408516    0.54489720    0.00000000  -7.63251e+00
    5.00   18.49833798   18.49328683    4.53457361    4.51445961    4.18291239    0.54489720    0.00000000  -7.55407e+00
    5.00   18.91973208   18.91418773    4.56214726    4.51867710    4.18209464    0.54489720    0.00000000  -7.49955e+00
    5.00   19.24718062   19.24121027    4.58237859    4.52168594    4.18128242    0.54489720    0.00000000  -7.45445e+00
    5.00   19.76779004   19.76110008    4.61412291    4.52642522    4.18008022    0.54489720    0.00000000  -7.38831e+00
    5.00   20.21677912   20.20940057    4.64020664    4.53026309    4.17899599    0.54489720    0.00000000  -7.33117e+00
    5.00   20.68083760   20.67267474    4.66582981    4.53400111    4.17791681    0.54489720    0.00000000  -7.27147e+00
    5.00   21.13687970   21.12791052    4.69109262    4.53770043    4.17687690    0.54489720    0.00000000  -7.21967e+00
    5.00   21.58798046   21.57817792    4.71598720    4.54133089    4.17582704    0.54489720    0.00000000  -7.17352e+00
    5.00   22.20162954   22.19058609    4.74864163    4.54608934    4.17452427    0.54489720    0.00000000  -7.11171e+00
    5.00   22.73506828   22.72279700    4.77487611    4.54991624    4.17365856    0.54489720    0.00000000  -7.05401e+00
    5.00   23.32123904   23.30755240    4.80351482    4.55408876    4.17276473    0.54489720    0.00000000  -6.99860e+00
    5.00   23.84809470   23.83308670    4.82947503    4.55789483    4.17196423    0.54489720    0.00000000  -6.95400e+00
    5.00   24.51363483   24.49672249    4.85956653    4.56219253    4.17083546    0.54489720    0.00000000  -6.89178e+00
    5.00   25.21233518   25.19328653    4.89018911    4.56654228    4.16972770    0.54489720    0.00000000  -6.83180e+00
    5.00   25.85072733   25.82961796    4.91839462    4.57056299    4.16867362    0.54489720    0.00000000  -6.78344e+00
    5.00   26.62320669   26.59929820    4.94971895    4.57507288    4.16797760    0.54489720    0.00000000  -6.72120e+00
    5.00   27.43520719   27.40816886    4.98199603    4.57966488    4.16709736    0.54489720    0.00000000  -6.66246e+00
    5.00   28.25437580   28.22393014    5.01393464    4.58422420    4.16625540    0.54489720    0.00000000  -6.60617e+00
    5.00   29.09465509   29.06035896    5.04416742    4.58841891    4.16534688    0.54489720    0.00000000  -6.54905e+00
    5.00   30.01739721   29.97864370    5.07753681    4.59307587    4.16436265    0.54489720    0.00000000  -6.49329e+00
    5.00   30.91712247   30.87352122    5.10728395    4.59706969    4.16314926    0.54489720    0.00000000  -6.43621e+00
    5.00   31.87139085   31.82238030    5.13870995    4.60127778    4.16187263    0.54489720    0.00000000  -6.38292e+00
    5.00   32.85324850   32.79817912    5.16890599    4.60531878    4.16081624    0.54489720    0.00000000  -6.32787e+00
    5.00   33.83655949   33.77507719    5.19876717    4.60929839    4.15975614    0.54489720    0.00000000  -6.27808e+00
    5.00   34.87249075   34.80373898    5.22824597    4.61318163    4.15872470    0.54489720    0.00000000  -6.22586e+00
    5.00   35.94094187   35.86427813    5.25827393    4.61711434    4.15761761    0.54489720    0.00000000  -6.17691e+00
    5.00   37.79847042   37.70619319    5.29661261    4.62191159    4.15652182    0.54489720    0.00000000  -6.06544e+00
    5.00   39.34381181   39.23842913    5.32806834    4.62582413    4.15560194    0.54489720    0.00000000  -5.98971e+00
    5.00   40.66149731   40.54486628    5.35493230    4.62916453    4.15479156    0.54489720    0.00000000  -5.93413e+00
    5.00   43.87729494   43.72672250    5.42041272    4.63730485    4.15280932    0.54489720    0.00000000  -5.82224e+00
