# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
    5.00   13.70095741   13.69975267    4.15839450    4.47242275    4.26055374    0.54489720    0.00000000  -8.51559e+00
    5.00   13.96408550   13.96280170    4.18262677    4.47634170    4.26046415    0.54489720    0.00000000  -8.46958e+00
    5.00   14.19514706   14.19378459    4.20253414    4.47948147    4.26011732    0.54489720    0.00000000  -8.41775e+00
    5.00   14.53055120   14.52906887    4.23117767    4.48391940    4.25927270    0.54489720    0.00000000  -8.34903e+00
    5.00   14.87836891   14.87675642    4.26107588    4.48850846    4.25814963    0.54489720    0.00000000  -8.28826e+00
    5.00   14.94243952   14.94080316    4.26660197    4.48935493    4.25792868    0.54489720    0.00000000  -8.27789e+00
    5.00   15.37005754   15.36823718    4.30111699    4.49460554    4.25650926    0.54489720    0.00000000  -8.19473e+00
    5.00   15.77055804   15.76855169    4.33321156    4.49947505    4.25511442    0.54489720    0.00000000  -8.12664e+00
    5.00   15.88375323   15.88169548    4.34228721    4.50085141    4.25471585    0.54489720    0.00000000  -8.10912e+00
    5.00   16.36548899   16.36318002    4.37871527    4.50631598    4.25302229    0.54489720    0.00000000  -8.02582e+00
    5.00   16.60018871   16.59774545    4.39612330    4.50891558    4.25218944    0.54489720    0.00000000  -7.98823e+00
    5.00   17.16058868   17.15781063    4.43686381    4.51497476    4.25019222    0.54489720    0.00000000  -7.90362e+00
    5.00   17.25914829   17.25630263    4.44365801    4.51597194    4.24983206    0.54489720    0.00000000  -7.88777e+00
    5.00   17.84520093   17.84195308    4.48412189    4.52192086    4.24770432    0.54489720    0.00000000  -7.80391e+00
    5.00   18.33026740   18.32664665    4.51611446    4.52663083    4.24614266    0.54489720    0.00000000  -7.73509e+00
    5.00   18.74249244   18.73853278    4.54263590    4.53052403    4.24486753    0.54489720    0.00000000  -7.68060e+00
    5.00   19.14773991   19.14342078    4.56810577    4.53424284    4.24360435    0.54489720    0.00000000  -7.62939e+00
    5.00   19.63082196   19.62603552    4.59717531    4.53845062    4.24211939    0.54489720    0.00000000  -7.56833e+00
    5.00   20.31430652   20.30879312    4.63666670    4.54416523    4.24020356    0.54489720    0.00000000  -7.48428e+00
    5.00   20.82346739   20.81735434    4.66454229    4.54815036    4.23879692    0.54489720    0.00000000  -7.42331e+00
    5.00   21.26781082   21.26113904    4.68889074    4.55162891    4.23755022    0.54489720    0.00000000  -7.37632e+00
    5.00   21.70950883   21.70226887    4.71312487    4.55511482    4.23639235    0.54489720    0.00000000  -7.33391e+00
    5.00   22.36131659   22.35313345    4.74667037    4.55989355    4.23478673    0.54489720    0.00000000  -7.26778e+00
    5.00   23.07621869   23.06689444    4.78146033    4.56479144    4.23307962    0.54489720    0.00000000  -7.19732e+00
    5.00   23.72641727   23.71599659    4.81312549    4.56925264    4.23152866    0.54489720    0.00000000  -7.14196e+00
    5.00   27.81264737   27.79186818    4.99321820    4.59370203    4.22051597    0.54489720    0.00000000  -6.85812e+00
    5.00   27.81264737   27.79529459    4.99294298    4.59463950    4.22461034    0.54489720    0.00000000  -6.84789e+00
    5.00   32.53332701   32.49774458    5.14765834    4.61457902    4.21514597    0.54489720    0.00000000  -6.53911e+00
    5.00   33.52375014   33.48407838    5.17775048    4.61850799    4.21376907    0.54489720    0.00000000  -6.48810e+00
    5.00   34.62951548   34.58496452    5.20996638    4.62269294    4.21233123    0.54489720    0.00000000  -6.43369e+00
    5.00   35.84792633   35.79766494    5.24422137    4.62706862    4.21065090    0.54489720    0.00000000  -6.37803e+00
    5.00   36.59990294   36.54626610    5.26255420    4.62935742    4.20979365    0.54489720    0.00000000  -6.33911e+00
    5.00   37.27629816   37.21954560    5.27838679    4.63132126    4.20907602    0.54489720    0.00000000  -6.30521e+00
    5.00   37.94590364   37.88592165    5.29408005    4.63327990    4.20840312    0.54489720    0.00000000  -6.27402e+00
    5.00   38.64063070   38.57715082    5.31031963    4.63528539    4.20763989    0.54489720    0.00000000  -6.24390e+00
    5.00   39.34373200   39.27652829    5.32677249    4.63732270    4.20687938    0.54489720    0.00000000  -6.21533e+00
    5.00   40.00116808   39.93034110    5.34213119    4.63921363    4.20613666    0.54489720    0.00000000  -6.19024e+00
    5.00   40.70585549   40.63096034    5.35861654    4.64125420    4.20537157    0.54489720    0.00000000  -6.16480e+00
    5.00   41.44539110   41.36600456    5.37590806    4.64339869    4.20458834    0.54489720    0.00000000  -6.13959e+00
    5.00   42.19259617   42.10846700    5.39336330    4.64556026    4.20379059    0.54489720    0.00000000  -6.11550e+00
